task_id,method,success,recovered,silent_failure,failure_detected,failure_signal,failure_class,actual_faults,final_answer,tool_calls,model_calls,verifier_calls,recovery_steps,latency_ms,cost_proxy,escalated,logs,recovery_budget,fault_intensity,seed,category
planning_007,self_healing,True,True,False,False,,tool_invocation_failure,['unavailable_tool'],Standard support is 12 months for Product A.,4,0,1,1,160,5,False,"[{'step': 'initial_execution', 'attempt': 0, 'fault_intensity': 0.2, 'response': {'tool': 'task_executor', 'status': 'error', 'error_type': 'unavailable_tool', 'output': None, 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for support'}, 'fault_eligible': False, 'seed': 2189674443, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'standard_support'}, 'fault_eligible': True, 'seed': 2975081, 'response': {'tool': 'policy_lookup', 'status': 'error', 'error_type': 'unavailable_tool', 'output': None, 'latency_ms': 60, 'fault_injected': True, 'fault_type': 'unavailable_tool', 'actual_fault_type': 'unavailable_tool'}}], 'actual_faults': ['unavailable_tool']}}, {'step': 'failure_detected', 'failure_signal': 'unavailable_tool', 'failure_class': 'tool_invocation_failure'}, {'step': 'recovery_action_selected', 'recovery_attempt': 0, 'failure_class': 'tool_invocation_failure', 'recovery_action': 'retry_with_backoff'}, {'step': 'recovery_execution', 'recovery_attempt': 0, 'recovery_action': 'retry_with_backoff', 'recovery_fault_intensity': 0.2, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Standard support is 12 months for Product A.', 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for support'}, 'fault_eligible': False, 'seed': 2070603078, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'standard_support'}, 'fault_eligible': True, 'seed': 3491996128, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': 'Standard support is 12 months for Product A.', 'latency_ms': 60, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",1,0.2,3,planning_tool_selection
planning_008,retry_only,False,False,False,True,schema_drift,,"['schema_drift', 'schema_drift']",,4,0,0,2,160,4,False,"[{'step': 'retry_execution', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'error', 'error_type': 'schema_drift', 'output': None, 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for refund'}, 'fault_eligible': False, 'seed': 1364474892, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'refund_policy'}, 'fault_eligible': True, 'seed': 4247129696, 'response': {'tool': 'policy_lookup', 'status': 'success', 'latency_ms': 60, 'result': 'Refunds are allowed within 30 days for Product B.', 'fault_injected': True, 'fault_type': 'schema_drift', 'actual_fault_type': 'schema_drift'}}], 'actual_faults': ['schema_drift']}}, {'step': 'retry_execution', 'attempt': 1, 'response': {'tool': 'task_executor', 'status': 'error', 'error_type': 'schema_drift', 'output': None, 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for refund'}, 'fault_eligible': False, 'seed': 1939820076, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'refund_policy'}, 'fault_eligible': True, 'seed': 4131766171, 'response': {'tool': 'policy_lookup', 'status': 'success', 'latency_ms': 60, 'result': 'Refunds are allowed within 30 days for Product B.', 'fault_injected': True, 'fault_type': 'schema_drift', 'actual_fault_type': 'schema_drift'}}], 'actual_faults': ['schema_drift']}}]",1,0.2,3,planning_tool_selection
planning_008,full_replanning,True,False,False,False,,,[],Refunds are allowed within 30 days for Product B.,2,1,0,0,80,3,False,"[{'step': 'full_replan', 'attempt': 0, 'content': 'Regenerate full plan from current task state.'}, {'step': 'execute_replanned_task', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Refunds are allowed within 30 days for Product B.', 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for refund'}, 'fault_eligible': False, 'seed': 95961019, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'refund_policy'}, 'fault_eligible': True, 'seed': 1626179174, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': 'Refunds are allowed within 30 days for Product B.', 'latency_ms': 60, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",1,0.2,3,planning_tool_selection
planning_008,self_healing,True,False,False,False,,,[],Refunds are allowed within 30 days for Product B.,2,0,1,0,80,3,False,"[{'step': 'initial_execution', 'attempt': 0, 'fault_intensity': 0.2, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Refunds are allowed within 30 days for Product B.', 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for refund'}, 'fault_eligible': False, 'seed': 3398429492, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'refund_policy'}, 'fault_eligible': True, 'seed': 1471296764, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': 'Refunds are allowed within 30 days for Product B.', 'latency_ms': 60, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",1,0.2,3,planning_tool_selection
planning_009,retry_only,True,False,False,False,,,[],Product A is available with stock of 15.,2,0,0,0,70,2,False,"[{'step': 'retry_execution', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Product A is available with stock of 15.', 'latency_ms': 70, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'inventory lookup for Product A'}, 'fault_eligible': False, 'seed': 2760995243, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'inventory_lookup', 'args': {'product_name': 'Product A'}, 'fault_eligible': True, 'seed': 551398874, 'response': {'tool': 'inventory_lookup', 'status': 'success', 'output': {'available': True, 'stock': 15}, 'latency_ms': 50, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",1,0.2,3,planning_tool_selection
planning_009,full_replanning,True,False,False,False,,,[],Product A is available with stock of 15.,2,1,0,0,70,3,False,"[{'step': 'full_replan', 'attempt': 0, 'content': 'Regenerate full plan from current task state.'}, {'step': 'execute_replanned_task', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Product A is available with stock of 15.', 'latency_ms': 70, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'inventory lookup for Product A'}, 'fault_eligible': False, 'seed': 3865915458, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'inventory_lookup', 'args': {'product_name': 'Product A'}, 'fault_eligible': True, 'seed': 1450978115, 'response': {'tool': 'inventory_lookup', 'status': 'success', 'output': {'available': True, 'stock': 15}, 'latency_ms': 50, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",1,0.2,3,planning_tool_selection
planning_009,self_healing,True,False,False,False,,,[],Product A is available with stock of 15.,2,0,1,0,70,3,False,"[{'step': 'initial_execution', 'attempt': 0, 'fault_intensity': 0.2, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Product A is available with stock of 15.', 'latency_ms': 70, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'inventory lookup for Product A'}, 'fault_eligible': False, 'seed': 2805220274, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'inventory_lookup', 'args': {'product_name': 'Product A'}, 'fault_eligible': True, 'seed': 752424573, 'response': {'tool': 'inventory_lookup', 'status': 'success', 'output': {'available': True, 'stock': 15}, 'latency_ms': 50, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",1,0.2,3,planning_tool_selection
planning_010,retry_only,True,False,False,False,,,[],Product B is available with stock of 8.,2,0,0,0,70,2,False,"[{'step': 'retry_execution', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Product B is available with stock of 8.', 'latency_ms': 70, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'inventory lookup for Product B'}, 'fault_eligible': False, 'seed': 740839290, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'inventory_lookup', 'args': {'product_name': 'Product B'}, 'fault_eligible': True, 'seed': 2481111633, 'response': {'tool': 'inventory_lookup', 'status': 'success', 'output': {'available': True, 'stock': 8}, 'latency_ms': 50, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",1,0.2,3,planning_tool_selection
planning_010,full_replanning,True,False,False,False,,,[],Product B is available with stock of 8.,2,1,0,0,70,3,False,"[{'step': 'full_replan', 'attempt': 0, 'content': 'Regenerate full plan from current task state.'}, {'step': 'execute_replanned_task', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Product B is available with stock of 8.', 'latency_ms': 70, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'inventory lookup for Product B'}, 'fault_eligible': False, 'seed': 4090670110, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'inventory_lookup', 'args': {'product_name': 'Product B'}, 'fault_eligible': True, 'seed': 3754416451, 'response': {'tool': 'inventory_lookup', 'status': 'success', 'output': {'available': True, 'stock': 8}, 'latency_ms': 50, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",1,0.2,3,planning_tool_selection
planning_010,self_healing,True,False,False,False,,,[],Product B is available with stock of 8.,2,0,1,0,70,3,False,"[{'step': 'initial_execution', 'attempt': 0, 'fault_intensity': 0.2, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Product B is available with stock of 8.', 'latency_ms': 70, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'inventory lookup for Product B'}, 'fault_eligible': False, 'seed': 2139587084, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'inventory_lookup', 'args': {'product_name': 'Product B'}, 'fault_eligible': True, 'seed': 4044938212, 'response': {'tool': 'inventory_lookup', 'status': 'success', 'output': {'available': True, 'stock': 8}, 'latency_ms': 50, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",1,0.2,3,planning_tool_selection
planning_011,retry_only,True,False,False,False,,,[],Standard support is 12 months for Product A.,2,0,0,0,80,2,False,"[{'step': 'retry_execution', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Standard support is 12 months for Product A.', 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for support'}, 'fault_eligible': False, 'seed': 3913223120, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'standard_support'}, 'fault_eligible': True, 'seed': 4248257918, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': 'Standard support is 12 months for Product A.', 'latency_ms': 60, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",1,0.2,3,planning_tool_selection
planning_011,full_replanning,True,True,False,False,,,['timeout'],Standard support is 12 months for Product A.,4,2,0,1,5100,6,False,"[{'step': 'full_replan', 'attempt': 0, 'content': 'Regenerate full plan from current task state.'}, {'step': 'execute_replanned_task', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'error', 'error_type': 'timeout', 'output': None, 'latency_ms': 5020, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for support'}, 'fault_eligible': False, 'seed': 1499822657, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'standard_support'}, 'fault_eligible': True, 'seed': 649586566, 'response': {'tool': 'policy_lookup', 'status': 'error', 'error_type': 'timeout', 'output': None, 'latency_ms': 5000, 'fault_injected': True, 'fault_type': 'timeout', 'actual_fault_type': 'timeout'}}], 'actual_faults': ['timeout']}}, {'step': 'full_replan', 'attempt': 1, 'content': 'Regenerate full plan from current task state.'}, {'step': 'execute_replanned_task', 'attempt': 1, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Standard support is 12 months for Product A.', 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for support'}, 'fault_eligible': False, 'seed': 1469974401, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'standard_support'}, 'fault_eligible': True, 'seed': 2717620228, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': 'Standard support is 12 months for Product A.', 'latency_ms': 60, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",1,0.2,3,planning_tool_selection
planning_011,self_healing,True,False,False,False,,,[],Standard support is 12 months for Product A.,2,0,1,0,80,3,False,"[{'step': 'initial_execution', 'attempt': 0, 'fault_intensity': 0.2, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Standard support is 12 months for Product A.', 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for support'}, 'fault_eligible': False, 'seed': 3410249176, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'standard_support'}, 'fault_eligible': True, 'seed': 3666470931, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': 'Standard support is 12 months for Product A.', 'latency_ms': 60, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",1,0.2,3,planning_tool_selection
planning_012,retry_only,True,False,False,False,,,[],Refunds are allowed within 30 days for Product B.,2,0,0,0,80,2,False,"[{'step': 'retry_execution', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Refunds are allowed within 30 days for Product B.', 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for refund'}, 'fault_eligible': False, 'seed': 672553623, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'refund_policy'}, 'fault_eligible': True, 'seed': 768771279, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': 'Refunds are allowed within 30 days for Product B.', 'latency_ms': 60, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",1,0.2,3,planning_tool_selection
planning_012,full_replanning,True,False,False,False,,,[],Refunds are allowed within 30 days for Product B.,2,1,0,0,80,3,False,"[{'step': 'full_replan', 'attempt': 0, 'content': 'Regenerate full plan from current task state.'}, {'step': 'execute_replanned_task', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Refunds are allowed within 30 days for Product B.', 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for refund'}, 'fault_eligible': False, 'seed': 3888744292, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'refund_policy'}, 'fault_eligible': True, 'seed': 3895068837, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': 'Refunds are allowed within 30 days for Product B.', 'latency_ms': 60, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",1,0.2,3,planning_tool_selection
planning_012,self_healing,True,False,False,False,,,[],Refunds are allowed within 30 days for Product B.,2,0,1,0,80,3,False,"[{'step': 'initial_execution', 'attempt': 0, 'fault_intensity': 0.2, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Refunds are allowed within 30 days for Product B.', 'latency_ms': 80, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'policy lookup for refund'}, 'fault_eligible': False, 'seed': 2293089991, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'policy_lookup', 'args': {'policy_name': 'refund_policy'}, 'fault_eligible': True, 'seed': 3288525001, 'response': {'tool': 'policy_lookup', 'status': 'success', 'output': 'Refunds are allowed within 30 days for Product B.', 'latency_ms': 60, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",1,0.2,3,planning_tool_selection
planning_013,retry_only,True,False,False,False,,,[],Product A is available with stock of 15.,2,0,0,0,70,2,False,"[{'step': 'retry_execution', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Product A is available with stock of 15.', 'latency_ms': 70, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'inventory lookup for Product A'}, 'fault_eligible': False, 'seed': 3758942262, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'inventory_lookup', 'args': {'product_name': 'Product A'}, 'fault_eligible': True, 'seed': 3658855097, 'response': {'tool': 'inventory_lookup', 'status': 'success', 'output': {'available': True, 'stock': 15}, 'latency_ms': 50, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",1,0.2,3,planning_tool_selection
planning_013,full_replanning,True,False,False,False,,,[],Product A is available with stock of 15.,2,1,0,0,70,3,False,"[{'step': 'full_replan', 'attempt': 0, 'content': 'Regenerate full plan from current task state.'}, {'step': 'execute_replanned_task', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Product A is available with stock of 15.', 'latency_ms': 70, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'inventory lookup for Product A'}, 'fault_eligible': False, 'seed': 976259273, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'inventory_lookup', 'args': {'product_name': 'Product A'}, 'fault_eligible': True, 'seed': 2762638011, 'response': {'tool': 'inventory_lookup', 'status': 'success', 'output': {'available': True, 'stock': 15}, 'latency_ms': 50, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",1,0.2,3,planning_tool_selection
planning_013,self_healing,True,False,False,False,,,[],Product A is available with stock of 15.,2,0,1,0,70,3,False,"[{'step': 'initial_execution', 'attempt': 0, 'fault_intensity': 0.2, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Product A is available with stock of 15.', 'latency_ms': 70, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'inventory lookup for Product A'}, 'fault_eligible': False, 'seed': 924617952, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'inventory_lookup', 'args': {'product_name': 'Product A'}, 'fault_eligible': True, 'seed': 2104270599, 'response': {'tool': 'inventory_lookup', 'status': 'success', 'output': {'available': True, 'stock': 15}, 'latency_ms': 50, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",1,0.2,3,planning_tool_selection
planning_014,retry_only,True,False,False,False,,,[],Product B is available with stock of 8.,2,0,0,0,70,2,False,"[{'step': 'retry_execution', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Product B is available with stock of 8.', 'latency_ms': 70, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'inventory lookup for Product B'}, 'fault_eligible': False, 'seed': 1783369338, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'inventory_lookup', 'args': {'product_name': 'Product B'}, 'fault_eligible': True, 'seed': 1081554258, 'response': {'tool': 'inventory_lookup', 'status': 'success', 'output': {'available': True, 'stock': 8}, 'latency_ms': 50, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",1,0.2,3,planning_tool_selection
planning_014,full_replanning,True,False,False,False,,,[],Product B is available with stock of 8.,2,1,0,0,70,3,False,"[{'step': 'full_replan', 'attempt': 0, 'content': 'Regenerate full plan from current task state.'}, {'step': 'execute_replanned_task', 'attempt': 0, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Product B is available with stock of 8.', 'latency_ms': 70, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'inventory lookup for Product B'}, 'fault_eligible': False, 'seed': 1256031594, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'inventory_lookup', 'args': {'product_name': 'Product B'}, 'fault_eligible': True, 'seed': 4203982654, 'response': {'tool': 'inventory_lookup', 'status': 'success', 'output': {'available': True, 'stock': 8}, 'latency_ms': 50, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",1,0.2,3,planning_tool_selection
planning_014,self_healing,True,False,False,False,,,[],Product B is available with stock of 8.,2,0,1,0,70,3,False,"[{'step': 'initial_execution', 'attempt': 0, 'fault_intensity': 0.2, 'response': {'tool': 'task_executor', 'status': 'success', 'output': 'Product B is available with stock of 8.', 'latency_ms': 70, 'tool_trace': [{'step_index': 0, 'tool': 'tool_registry', 'args': {'task_description': 'inventory lookup for Product B'}, 'fault_eligible': False, 'seed': 1683888335, 'response': {'tool': 'tool_registry', 'status': 'success', 'output': ['document_search', 'policy_lookup', 'customer_lookup', 'order_lookup', 'inventory_lookup', 'calculator', 'shipping_estimator', 'evidence_checker'], 'latency_ms': 20, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}, {'step_index': 1, 'tool': 'inventory_lookup', 'args': {'product_name': 'Product B'}, 'fault_eligible': True, 'seed': 3737887317, 'response': {'tool': 'inventory_lookup', 'status': 'success', 'output': {'available': True, 'stock': 8}, 'latency_ms': 50, 'fault_injected': False, 'fault_type': None, 'actual_fault_type': None}}], 'actual_faults': []}}]",1,0.2,3,planning_tool_selection
