task_id,category,method,recovery_budget,fault_intensity,seed,success,recovered,silent_failure,failure_detected,failure_signal,failure_class,actual_faults,tool_calls,model_calls,verifier_calls,recovery_steps,latency_ms,cost_proxy,escalated,final_answer
retrieval_019,retrieval_evidence,self_healing,2,0.4,3,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_019,retrieval_evidence,self_healing,3,0.2,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_019,retrieval_evidence,self_healing,3,0.2,2,True,True,False,False,,context_failure,stale_context,2,0,1,1,160,3,False,Product A has standard support for 12 months.
retrieval_019,retrieval_evidence,self_healing,3,0.2,3,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_019,retrieval_evidence,self_healing,3,0.4,1,True,True,False,False,,schema_or_output_failure,"timeout,partial_response",3,0,1,2,5160,4,False,Product A has standard support for 12 months.
retrieval_019,retrieval_evidence,self_healing,3,0.4,2,True,True,False,False,,context_failure,stale_context,2,0,1,1,160,3,False,Product A has standard support for 12 months.
retrieval_019,retrieval_evidence,self_healing,3,0.4,3,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_019,retrieval_evidence,self_healing,5,0.2,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_019,retrieval_evidence,self_healing,5,0.2,2,True,True,False,False,,context_failure,stale_context,2,0,1,1,160,3,False,Product A has standard support for 12 months.
retrieval_019,retrieval_evidence,self_healing,5,0.2,3,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_019,retrieval_evidence,self_healing,5,0.4,1,True,True,False,False,,schema_or_output_failure,"timeout,partial_response",3,0,1,2,5160,4,False,Product A has standard support for 12 months.
retrieval_019,retrieval_evidence,self_healing,5,0.4,2,True,True,False,False,,context_failure,stale_context,2,0,1,1,160,3,False,Product A has standard support for 12 months.
retrieval_019,retrieval_evidence,self_healing,5,0.4,3,True,False,False,False,,,,1,0,1,0,80,2,False,Product A has standard support for 12 months.
retrieval_020,retrieval_evidence,retry_only,1,0.2,1,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,1,0.2,2,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,1,0.2,3,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,1,0.4,1,False,False,False,True,partial_response,,"malformed_output,partial_response",2,0,0,2,160,2,False,Partial response only
retrieval_020,retrieval_evidence,retry_only,1,0.4,2,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,1,0.4,3,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,2,0.2,1,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,2,0.2,2,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,2,0.2,3,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,2,0.4,1,True,True,False,False,,,"malformed_output,partial_response",3,0,0,2,240,3,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,2,0.4,2,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,2,0.4,3,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,3,0.2,1,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,3,0.2,2,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,3,0.2,3,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,3,0.4,1,True,True,False,False,,,"malformed_output,partial_response",3,0,0,2,240,3,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,3,0.4,2,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,3,0.4,3,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,5,0.2,1,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,5,0.2,2,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,5,0.2,3,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,5,0.4,1,True,True,False,False,,,"malformed_output,partial_response",3,0,0,2,240,3,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,5,0.4,2,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,retry_only,5,0.4,3,True,False,False,False,,,,1,0,0,0,80,1,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,1,0.2,1,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,1,0.2,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,1,0.2,3,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,1,0.4,1,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,1,0.4,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,1,0.4,3,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,2,0.2,1,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,2,0.2,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,2,0.2,3,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,2,0.4,1,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,2,0.4,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,2,0.4,3,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,3,0.2,1,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,3,0.2,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,3,0.2,3,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,3,0.4,1,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,3,0.4,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,3,0.4,3,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,5,0.2,1,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,5,0.2,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,5,0.2,3,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,5,0.4,1,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,5,0.4,2,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,full_replanning,5,0.4,3,True,False,False,False,,,,1,1,0,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,1,0.2,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,1,0.2,2,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,1,0.2,3,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,1,0.4,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,1,0.4,2,True,True,False,False,,schema_or_output_failure,partial_response,2,0,1,1,160,3,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,1,0.4,3,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,2,0.2,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,2,0.2,2,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,2,0.2,3,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,2,0.4,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,2,0.4,2,True,True,False,False,,schema_or_output_failure,partial_response,2,0,1,1,160,3,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,2,0.4,3,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,3,0.2,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,3,0.2,2,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,3,0.2,3,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,3,0.4,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,3,0.4,2,True,True,False,False,,schema_or_output_failure,partial_response,2,0,1,1,160,3,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,3,0.4,3,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,5,0.2,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,5,0.2,2,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,5,0.2,3,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,5,0.4,1,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,5,0.4,2,True,True,False,False,,schema_or_output_failure,partial_response,2,0,1,1,160,3,False,Product B has a refund window of 30 days.
retrieval_020,retrieval_evidence,self_healing,5,0.4,3,True,False,False,False,,,,1,0,1,0,80,2,False,Product B has a refund window of 30 days.
workflow_001,multi_step_api_workflow,retry_only,1,0.2,1,True,False,False,False,,,,2,0,0,0,85,2,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,1,0.2,2,True,True,False,False,,,schema_drift,3,0,0,1,130,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,1,0.2,3,True,False,False,False,,,,2,0,0,0,85,2,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,1,0.4,1,True,True,False,False,,,unavailable_tool,3,0,0,1,130,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,1,0.4,2,True,True,False,False,,,timeout,4,0,0,1,5130,4,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,1,0.4,3,True,False,False,False,,,,2,0,0,0,85,2,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,2,0.2,1,True,False,False,False,,,,2,0,0,0,85,2,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,2,0.2,2,True,True,False,False,,,schema_drift,3,0,0,1,130,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,2,0.2,3,True,False,False,False,,,,2,0,0,0,85,2,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,2,0.4,1,True,True,False,False,,,unavailable_tool,3,0,0,1,130,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,2,0.4,2,True,True,False,False,,,timeout,4,0,0,1,5130,4,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,2,0.4,3,True,False,False,False,,,,2,0,0,0,85,2,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,3,0.2,1,True,False,False,False,,,,2,0,0,0,85,2,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,3,0.2,2,True,True,False,False,,,schema_drift,3,0,0,1,130,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,3,0.2,3,True,False,False,False,,,,2,0,0,0,85,2,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,3,0.4,1,True,True,False,False,,,unavailable_tool,3,0,0,1,130,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,3,0.4,2,True,True,False,False,,,timeout,4,0,0,1,5130,4,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,3,0.4,3,True,False,False,False,,,,2,0,0,0,85,2,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,5,0.2,1,True,False,False,False,,,,2,0,0,0,85,2,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,5,0.2,2,True,True,False,False,,,schema_drift,3,0,0,1,130,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,5,0.2,3,True,False,False,False,,,,2,0,0,0,85,2,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,5,0.4,1,True,True,False,False,,,unavailable_tool,3,0,0,1,130,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,5,0.4,2,True,True,False,False,,,timeout,4,0,0,1,5130,4,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,retry_only,5,0.4,3,True,False,False,False,,,,2,0,0,0,85,2,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,full_replanning,1,0.2,1,True,False,False,False,,,,2,1,0,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,full_replanning,1,0.2,2,True,False,False,False,,,,2,1,0,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,full_replanning,1,0.2,3,True,False,False,False,,,,2,1,0,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,full_replanning,1,0.4,1,False,False,False,True,timeout,,"timeout,timeout",4,2,0,2,10090,6,False,
workflow_001,multi_step_api_workflow,full_replanning,1,0.4,2,False,False,False,True,partial_response,,"partial_response,partial_response",2,2,0,2,90,4,False,Partial response only
workflow_001,multi_step_api_workflow,full_replanning,1,0.4,3,False,False,False,True,schema_drift,,"partial_response,schema_drift",4,2,0,2,170,6,False,
workflow_001,multi_step_api_workflow,full_replanning,2,0.2,1,True,False,False,False,,,,2,1,0,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,full_replanning,2,0.2,2,True,False,False,False,,,,2,1,0,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,full_replanning,2,0.2,3,True,False,False,False,,,,2,1,0,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,full_replanning,2,0.4,1,False,False,False,True,schema_drift,,"timeout,timeout,schema_drift",5,3,0,3,10135,8,False,
workflow_001,multi_step_api_workflow,full_replanning,2,0.4,2,False,False,False,True,unavailable_tool,,"partial_response,partial_response,unavailable_tool",4,3,0,3,175,7,False,
workflow_001,multi_step_api_workflow,full_replanning,2,0.4,3,True,True,False,False,,,"partial_response,schema_drift",6,3,0,2,255,9,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,full_replanning,3,0.2,1,True,False,False,False,,,,2,1,0,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,full_replanning,3,0.2,2,True,False,False,False,,,,2,1,0,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,full_replanning,3,0.2,3,True,False,False,False,,,,2,1,0,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,full_replanning,3,0.4,1,True,True,False,False,,,"timeout,timeout,schema_drift",7,4,0,3,10220,11,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,full_replanning,3,0.4,2,True,True,False,False,,,"partial_response,partial_response,unavailable_tool",6,4,0,3,260,10,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,full_replanning,3,0.4,3,True,True,False,False,,,"partial_response,schema_drift",6,3,0,2,255,9,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,full_replanning,5,0.2,1,True,False,False,False,,,,2,1,0,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,full_replanning,5,0.2,2,True,False,False,False,,,,2,1,0,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,full_replanning,5,0.2,3,True,False,False,False,,,,2,1,0,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,full_replanning,5,0.4,1,True,True,False,False,,,"timeout,timeout,schema_drift",7,4,0,3,10220,11,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,full_replanning,5,0.4,2,True,True,False,False,,,"partial_response,partial_response,unavailable_tool",6,4,0,3,260,10,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,full_replanning,5,0.4,3,True,True,False,False,,,"partial_response,schema_drift",6,3,0,2,255,9,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,self_healing,1,0.2,1,True,False,False,False,,,,2,0,1,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,self_healing,1,0.2,2,True,False,False,False,,,,2,0,1,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,self_healing,1,0.2,3,True,True,False,False,,tool_invocation_failure,unavailable_tool,3,0,1,1,130,4,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,self_healing,1,0.4,1,False,False,False,True,timeout,tool_invocation_failure,"unavailable_tool,timeout",2,0,1,1,5045,3,True,
workflow_001,multi_step_api_workflow,self_healing,1,0.4,2,True,False,False,False,,,,2,0,1,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,self_healing,1,0.4,3,False,False,False,True,unavailable_tool,tool_invocation_failure,"schema_drift,unavailable_tool",3,0,1,1,130,4,True,
workflow_001,multi_step_api_workflow,self_healing,2,0.2,1,True,False,False,False,,,,2,0,1,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,self_healing,2,0.2,2,True,False,False,False,,,,2,0,1,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,self_healing,2,0.2,3,True,True,False,False,,tool_invocation_failure,unavailable_tool,3,0,1,1,130,4,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,self_healing,2,0.4,1,False,False,False,True,unavailable_tool,tool_invocation_failure,"unavailable_tool,timeout,unavailable_tool",3,0,1,2,5090,4,True,
workflow_001,multi_step_api_workflow,self_healing,2,0.4,2,True,False,False,False,,,,2,0,1,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,self_healing,2,0.4,3,False,False,False,True,schema_drift,schema_or_output_failure,"schema_drift,unavailable_tool,schema_drift",5,0,1,2,215,6,True,
workflow_001,multi_step_api_workflow,self_healing,3,0.2,1,True,False,False,False,,,,2,0,1,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,self_healing,3,0.2,2,True,False,False,False,,,,2,0,1,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,self_healing,3,0.2,3,True,True,False,False,,tool_invocation_failure,unavailable_tool,3,0,1,1,130,4,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,self_healing,3,0.4,1,False,False,False,True,partial_response,schema_or_output_failure,"unavailable_tool,timeout,unavailable_tool,partial_response",4,0,1,3,5135,5,True,Partial response only
workflow_001,multi_step_api_workflow,self_healing,3,0.4,2,True,False,False,False,,,,2,0,1,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,self_healing,3,0.4,3,True,True,False,False,,schema_or_output_failure,"schema_drift,unavailable_tool,schema_drift",7,0,1,3,300,8,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,self_healing,5,0.2,1,True,False,False,False,,,,2,0,1,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,self_healing,5,0.2,2,True,False,False,False,,,,2,0,1,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,self_healing,5,0.2,3,True,True,False,False,,tool_invocation_failure,unavailable_tool,3,0,1,1,130,4,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,self_healing,5,0.4,1,True,True,False,False,,schema_or_output_failure,"unavailable_tool,timeout,unavailable_tool,partial_response",6,0,1,4,5220,7,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,self_healing,5,0.4,2,True,False,False,False,,,,2,0,1,0,85,3,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_001,multi_step_api_workflow,self_healing,5,0.4,3,True,True,False,False,,schema_or_output_failure,"schema_drift,unavailable_tool,schema_drift",7,0,1,3,300,8,False,"Order O100 belongs to customer C001, who is enterprise tier."
workflow_002,multi_step_api_workflow,retry_only,1,0.2,1,True,True,False,False,,,partial_response,3,0,0,1,130,3,False,"Order O200 belongs to customer C002, who is standard tier."
workflow_002,multi_step_api_workflow,retry_only,1,0.2,2,True,True,False,False,,,timeout,4,0,0,1,5130,4,False,"Order O200 belongs to customer C002, who is standard tier."
workflow_002,multi_step_api_workflow,retry_only,1,0.2,3,False,False,False,True,partial_response,,"unavailable_tool,partial_response",3,0,0,2,130,3,False,Partial response only
workflow_002,multi_step_api_workflow,retry_only,1,0.4,1,True,False,False,False,,,,2,0,0,0,85,2,False,"Order O200 belongs to customer C002, who is standard tier."
workflow_002,multi_step_api_workflow,retry_only,1,0.4,2,False,False,False,True,partial_response,,"schema_drift,partial_response",2,0,0,2,90,2,False,Partial response only
workflow_002,multi_step_api_workflow,retry_only,1,0.4,3,True,True,False,False,,,schema_drift,3,0,0,1,130,3,False,"Order O200 belongs to customer C002, who is standard tier."
workflow_002,multi_step_api_workflow,retry_only,2,0.2,1,True,True,False,False,,,partial_response,3,0,0,1,130,3,False,"Order O200 belongs to customer C002, who is standard tier."
workflow_002,multi_step_api_workflow,retry_only,2,0.2,2,True,True,False,False,,,timeout,4,0,0,1,5130,4,False,"Order O200 belongs to customer C002, who is standard tier."
workflow_002,multi_step_api_workflow,retry_only,2,0.2,3,True,True,False,False,,,"unavailable_tool,partial_response",5,0,0,2,215,5,False,"Order O200 belongs to customer C002, who is standard tier."
workflow_002,multi_step_api_workflow,retry_only,2,0.4,1,True,False,False,False,,,,2,0,0,0,85,2,False,"Order O200 belongs to customer C002, who is standard tier."
workflow_002,multi_step_api_workflow,retry_only,2,0.4,2,True,True,False,False,,,"schema_drift,partial_response",4,0,0,2,175,4,False,"Order O200 belongs to customer C002, who is standard tier."
workflow_002,multi_step_api_workflow,retry_only,2,0.4,3,True,True,False,False,,,schema_drift,3,0,0,1,130,3,False,"Order O200 belongs to customer C002, who is standard tier."
workflow_002,multi_step_api_workflow,retry_only,3,0.2,1,True,True,False,False,,,partial_response,3,0,0,1,130,3,False,"Order O200 belongs to customer C002, who is standard tier."
workflow_002,multi_step_api_workflow,retry_only,3,0.2,2,True,True,False,False,,,timeout,4,0,0,1,5130,4,False,"Order O200 belongs to customer C002, who is standard tier."
workflow_002,multi_step_api_workflow,retry_only,3,0.2,3,True,True,False,False,,,"unavailable_tool,partial_response",5,0,0,2,215,5,False,"Order O200 belongs to customer C002, who is standard tier."
workflow_002,multi_step_api_workflow,retry_only,3,0.4,1,True,False,False,False,,,,2,0,0,0,85,2,False,"Order O200 belongs to customer C002, who is standard tier."
workflow_002,multi_step_api_workflow,retry_only,3,0.4,2,True,True,False,False,,,"schema_drift,partial_response",4,0,0,2,175,4,False,"Order O200 belongs to customer C002, who is standard tier."
workflow_002,multi_step_api_workflow,retry_only,3,0.4,3,True,True,False,False,,,schema_drift,3,0,0,1,130,3,False,"Order O200 belongs to customer C002, who is standard tier."
workflow_002,multi_step_api_workflow,retry_only,5,0.2,1,True,True,False,False,,,partial_response,3,0,0,1,130,3,False,"Order O200 belongs to customer C002, who is standard tier."
workflow_002,multi_step_api_workflow,retry_only,5,0.2,2,True,True,False,False,,,timeout,4,0,0,1,5130,4,False,"Order O200 belongs to customer C002, who is standard tier."
